COD_COLEGIO,COLEGIO,TIPO_COLEGIO,MODACADEMICA
167767,CENTRO EDUCATIVO JOSE ANTONIO PAEZ (ANTIGUA ESCUELA JOSE ANTONIO PAEZ),PRV,No oficial
167775,INSTITUCION EDUCATIVA  NUEVO COMPARTIR,OFI,Oficial
167783,INSTITUCION EDUCATIVA PABLO VI,OFI,Oficial
167791,IE. GENERAL SANTANDER,OFI,Oficial
167809,I.E.R. PLAYA RICA,OFI,Oficial
167817,INSTITUCION EDUCATIVA LA UNION,OFI,Oficial
167825,COLEGIO RODOLFO LLINAS IED,OFI,Oficial
167833,LICEO SAN RAFAEL,PRV,No oficial
167841,COL VIDA Y PAZ SEDE CENTRO,PRV,No oficial
167858,I.E. MATECANDELA,OFI,Oficial
167866,INSTITUCION EDUCATIVA PARAMITO SEDE VEREDA SANTA ELENA,OFI,Oficial
167874,83/01 LOS ANDES,OFI,Oficial
167882,I.E. LA UNION,OFI,Oficial
167890,COLEGIO DE LA REAL LEGIÓN BRITÁNICA,PRV,No oficial
167908,I.E. INDÍGENA GUAIMI,OFI,Oficial
167916,I.E. INDÍGENA EL MARTILLO,OFI,Oficial
167924,I.E. EL RETIRO,OFI,Oficial
167932,LIC BILINGÜE EL POBLADO,PRV,No oficial
167940,IE ESCUELA DE LA PALABRA,OFI,Oficial
167957,IE MUNICIPAL CRIOLLO,OFI,Oficial
167965,IE MUNICIPAL CHILLURCO,OFI,Oficial
167973,I. E. AMERICA,OFI,Oficial
167981,INSTITUCION EDUCATIVA MARIA INMACULADA,OFI,Oficial
167999,INSTITUCION EDUCATIVA LOS TUCANES,OFI,Oficial
168005,I.E. R. LA AGUILILLA,OFI,Oficial
168013,INSTITUCION EDUCATIVA LA PRIMAVERA,OFI,Oficial
168021,INSTITUTO EDUCATIVO DEPARTAMENTAL ANTONIO NARINO,OFI,Oficial
168039,IE RIVERITA,OFI,Oficial
168047,I.E. CUENCA,OFI,Oficial
168054,I.E.R. BOCA DEL MONTE,OFI,Oficial
168062,CENT EDUC RUR ROMAN,OFI,Oficial
168070,IE LA TROJA,OFI,Oficial
168088,CENTRO EDUCATIVO SAN JUAN BOSCO DE SOLEDAD,PRV,No oficial
168096,INSTITUCI¿N EDUCATIVA RURALADOLFO ANTONIO MINDIOLA ROBLES,OFI,Oficial
168104,I.E. ANDRÉS BELLO,OFI,Oficial
168112,IE LICEO GENERAL DE COLOMBIA,PRV,No oficial
168120,I.E. PAJARITO,OFI,Oficial
168138,IE JOSE MARIA CORDOBA,OFI,Oficial
168146,COLEGIO LAS VIOLETAS (IED),OFI,Oficial
168153,TEOFILO ROBERTO POTES,OFI,Oficial
168161,INSTITUCION EDUCATIVA TECNICA SANTA LUCIA,OFI,Oficial
168179,FUNDACION PARA LA ACTUALIZACIÓN DE LA EDUCACIÓN -  FACE CUCUTA,PRV,No oficial
168187,IE POLICARPA SALAVARRIETA,OFI,Oficial
168195,COLEGIO RODOLFO LLINAS IED,OFI,Oficial
168203,44/01 INSTITUCION EDUCATIVA COMERCIAL CIUDAD DE CALI,OFI,Oficial
168211,INSTITUCION EDUCATIVA COMERCIAL CIUDAD DE CALI - EPMSC VILLAHERMOSA,OFI,Oficial
168229,INSTITUCION EDUCATIVA COMERCIAL CIUDAD DE CALI- CAEV,OFI,Oficial
168237,44/01 INSTITUCION EDUCATIVA COMERCIAL CIUDAD DE CALI,OFI,Oficial
168245,BELLO HORIZONTE,OFI,Oficial
168252,I. E.R. PEDRO NEL DURANGO,OFI,Oficial
168260,INSTITUCIÓN EDUCATIVA SANTO DOMINGO SAVIO,OFI,Oficial
168278,LICEO SANTA ISABEL,PRV,No oficial
168286,COL ROOSEVELTH (ANTIGUO LIC ABEJA MAYA),PRV,No oficial
168294,NORMAL SUPERIOR JUAN LADRILLEROS,OFI,Oficial
168302,INSTITUCIÓN EDUCATIVA GUAMACHITO,OFI,Oficial
168310,CE BYRON GAVIRIA,OFI,Oficial
168328,IE FRANCISCO DE PAULA SANTANDER,OFI,Oficial
168336,INSTITUTO BET - EL,PRV,No oficial
168344,INST. EDUC.SIMON BOLIVAR,OFI,Oficial
168351,INSTITUCION EDUCATIVA LUIS ERNESTO VANEGAS NEIRA,OFI,Oficial
168369,IE. INTEGRADA DE CHILVI,OFI,Oficial
168377,COLEGIO LATINOAMERICANO,PRV,No oficial
168385,SAN PEDRO CLAVER,OFI,Oficial
168393,I.E.M. MARCO FIDEL SUÁREZ,OFI,Oficial
168401,JUNCAL,OFI,Oficial
168419,COLEGIO CIUDAD BOLIVAR - ARGENTINA (IED),OFI,Oficial
168427,IE JOSE ANTONIO GALAN,OFI,Oficial
168435,IE EL PARAISO,OFI,Oficial
168443,LICEO DEL CARIBE,PRV,No oficial
168450,INSTITUTO JOSE CESTINO MUTIS,PRV,No oficial
168468,IE TEC RAFAEL URIBE,OFI,Oficial
168476,INST EDUC FEDERICO CARRASQUILLA,OFI,Oficial
168484,INSTITUCION EDUCATIVA INTERCULTURAL BILING¿E AGUA NEGRA,OFI,Oficial
168492,COL. LOS LIBERTADORES,PRV,No oficial
168500,COL. LOS LIBERTADORES,PRV,No oficial
168518,COLEGIO LOS LIBERTADOORES,PRV,No oficial
168526,COLEGIO LOS LIBERTADORES,PRV,No oficial
168534,IE LOS LIBERTADORES,OFI,Oficial
168542,INSTITUCION EDUCATIVA GREGORIO GUTIERREZ GONZALEZ,OFI,Oficial
168559,INSTITUTO TECNICO AGROPECUARIO,OFI,Oficial
168567,COLEGIO FABIO LOZANO SIMONELLI (IED),OFI,Oficial
168575,44/01 INSTITUCION EDUCATIVA COMERCIAL CIUDAD DE CALI,OFI,Oficial
168583,44/01 INSTITUCION EDUCATIVA COMERCIAL CIUDAD DE CALI,OFI,Oficial
168591,I.E. JESÚS LEÓN GUERRERO,OFI,Oficial
168609,INSTITUCION EDUCATIVA DEPARTAMENTAL LICEO SANTANDER,OFI,Oficial
168617,COL MAYOR DEL CARIBE,PRV,No oficial
168625,INSTITUTO EDUCATIVO CETEL,PRV,No oficial
168633,INSTITUCION EDUCATIVA DEPARTAMENTAL MARIA ALFARO DE OSPINO,OFI,Oficial
168641,I.E.T. AGROINDUSTRIAL REPUBLICA DE COLOMBIA,OFI,Oficial
168658,IE SAGRADO CORAZON DE JESUS,OFI,Oficial
168666,INSTITUCIÓN EDUCATIVA EVA RIASCOS PLATA,OFI,Oficial
168674,Institución Educativa Departamental de Topaipí,OFI,Oficial
168682,CENTRO DE ESTUDIOS MULTITÉCNICO,PRV,No oficial
168690,CENTRO DE ESTUDIOS MULTITÉCNICO,PRV,No oficial
168708,I.E.T.A. EZEQUIEL MARTELO PIMIENTA DE SAN JOAQUIN,OFI,Oficial
168716,INSTITUCION EDUCATIVA SANTA MARTHA,OFI,Oficial
168724,I.E. NUESTRA SEÑORA DE LA NAVAL,OFI,Oficial
168732,IE ROBERTO FRANCO IZASA,OFI,Oficial
168740,INSTITUCION EDUCATIVA TECNICA COMERCIAL LAS AMERICAS,OFI,Oficial
168757,INSTITUCION EDUCATIVA LICEO TAME,OFI,Oficial
168765,ESCUELA FAMILIAR AGROPECUARIA EFA MARIE POUSSEPIN,PRV,No oficial
168773,I.E. TECNICA EDUARDO SANTOS,OFI,Oficial
168781,I. E. R. PEDRO PABLO CASTRILLON,OFI,Oficial
168799,I.E. EL BOQUERON (ANTES CENT EDUC EL BOQUERON),OFI,Oficial
168807,INSTITUCIÓN EDUCATIVA JUAN  XXIII,OFI,Oficial
168815,INSTITUCION EDUCATIVA MANUEL URIBE ANGEL,OFI,Oficial
168823,INSTITUCION EDUCATIVA MANUEL URIBE ANGEL,OFI,Oficial
168831,INST JOSE CELESTINO MUTIS,PRV,No oficial
168849,INST JOSE CELESTINO MUTIS,PRV,No oficial
168856,COLEGIO INTERAMERICANO LTDA,PRV,No oficial
168864,LICEO ANGLO COLOMBIANO,PRV,No oficial
168872,I.E. INTEGRADO OBANDO,OFI,Oficial
168880,IE AGRIC DEL VALLE,OFI,Oficial
168898,I.E.M.R. SAN JORGE,OFI,Oficial
168906,INSTITUCION EDUCATIVA GENERAL ALFREDO VASQUEZ COBO,OFI,Oficial
168914,I.E. LA RIOJA,OFI,Oficial
168922,INSTITUCION EDUCATIVA CONCENTRACION DE DESARROLLO RURAL,OFI,Oficial
168930,INSTITUCION EDUCATIVA JESUS VILLAFANE FRANCO,OFI,Oficial
168948,COLEGIO HISPANO INGLES,PRV,No oficial
168955,I.E. AGUA BONITA - RAFAEL POMBO,OFI,Oficial
168963,I.E. ANGEL MILAN PEREA,OFI,Oficial
168971,INSTITUCION EDUCATIVA GAITANA FXIW,OFI,Oficial
168989,I. E. R. LA PEREZ,OFI,Oficial
168997,INSTITUCION EDUCATIVA GALLARDO,OFI,Oficial
169003,I.E. MUNICIPAL JORGE VILLAMIL CORDOVEZ,OFI,Oficial
169011,I. E. R. LA PEREZ,OFI,Oficial
169029,GIMNASIO PERSONALIZADO LOS PILARES,PRV,No oficial
169037,I.E RURAL EL PORTAL LA MONO,OFI,Oficial
169045,TERRA INSTITUTO VILLA,PRV,No oficial
169052,IE CAMILO TORRES DE TOCA,OFI,Oficial
169060,CENTRO EDUCATIVO GUASIMAL,OFI,Oficial
169078,I.E.T. AGROPECUARIA EL MARFIL,OFI,Oficial
169086,I.E. CORNEJO,OFI,Oficial
169094,LICEO ANGEL DE LA GUARDA,PRV,No oficial
169102,INSTITUCION EDUCATIVA TECNICA CARLOS BLANCO NASSAR,OFI,Oficial
169110,UNIDAD EDUCATIVA CABUYARO,OFI,Oficial
169128,I.E. ETNOEDUCATIVA BILINGUE INGA,OFI,Oficial
169136,INSTITUCION EDUCATIVA ROBINSON DE LA HOZ,PRV,No oficial
169144,I.E. GUACAMAYAS,OFI,Oficial
169151,IE PEDRO FERMIN DE VARGAS,OFI,Oficial
169169,I.E.  EL GUAMO,OFI,Oficial
169177,COLEGIO BASICO DE POSTPRIMARIA EL HORTIGAL,OFI,Oficial
169185,ALFREDO VASQUEZ COBO,OFI,Oficial
169193,COLEGIO RICAURTE DE SOACHA,PRV,No oficial
169201,FUND PARA EL NIÑO SORDO ICAL,PRV,No oficial
169219,INSTITUCION EDUCATIVA LA AGUADA,OFI,Oficial
169227,COORPORACIÓN EDUCATIVA COLOMBIANA - CECOL,PRV,No oficial
169243,INSTITUTO DE EDUCACION TECNICA INESUR,PRV,No oficial
169250,INST SAN MARTIN DE PORRES,PRV,No oficial
169268,ACAD CENTRAL DE SISTEMAS ACSI,PRV,No oficial
169276,ACAD CENTRAL DE SISTEMAS ACSI,PRV,No oficial
169284,COLEGIO FRAY JOSE DE LAS CASAS NOVAS,OFI,Oficial
169292,INSTITUCION EDUCATIVA VIRTUAL ANDINOS,PRV,No oficial
169300,I.E. SAN JOSE DE ALMAGRA,OFI,Oficial
169318,INSTITUTO MARIO LUIS RODRIGUEZ COBOS,PRV,No oficial
169326,IE ALFONSO JARAMILLO GUTIERREZ,OFI,Oficial
169334,IE SAGRADA FAMILIA - POTRERILLO,OFI,Oficial
169342,COLEGIO VILLA MARIA,PRV,No oficial
169359,I.E. JOSE ANTONIO GALAN,OFI,Oficial
169367,INS EDUC NOVIRAO ANTES CENT EDUC NOVIRAO,OFI,Oficial
169375,INSTITUTO DE EDUCACION TECNICA INESUR,PRV,No oficial
169383,INSTITUTO DE EDUCACION TECNICA INESUR,PRV,No oficial
169391,IE MATECAÑA,OFI,Oficial
169409,INSTITUTO DE ENSEÑANZA Y CAPACITACION TECNICA DEL CAUCA,PRV,No oficial
169417,INSTITUTO ESTUDIANTIL REGIONAL INTER,PRV,No oficial
169425,LICEO FEMENINO NUESTRA SEÑORA DEL PILAR,PRV,No oficial
169433,COLEGIO AGROPECUARIO  TIERRA ADENTRO,OFI,Oficial
169441,I. E. MANUEL JOSE SIERRA,OFI,Oficial
169458,LICEO SAN JOSÉ,PRV,No oficial
169466,GIMNASIO YACARD,PRV,No oficial
169474,IE FRANCISCO MIRANDA,OFI,Oficial
169482,I.E. RANCHO LARGO,OFI,Oficial
169490,I.E. LOS NOGALES,PRV,No oficial
169508,I.E.D. TISQUESUSA,OFI,Oficial
169516,I.E. MANUEL URIBE ÁNGEL,OFI,Oficial
169524,IED ALBERTO REYES FONSECA,OFI,Oficial
169532,INSTITUCION EDUCATIVA ANTHONY A PHIPPS,OFI,Oficial
169540,INST EDUC PISITAO GRANDE SAN MIGUEL (ANTES CENT EDUC PISITAO GRANDE SAN MIG,OFI,Oficial
169557,CENTRO DE ESTUDIOS TÉCNICOS CRECER,PRV,No oficial
169565,CENTRO DE ESTUDIOS TÉCNICOS CRECER,PRV,No oficial
169573,CENTRO DE ESTUDIOS TÉCNICOS CRECER,PRV,No oficial
169581,RODRIGO LARA BONILLA,OFI,Oficial
169599,FUNDACIÀN INTEGRAL SIGLO XXI,PRV,No oficial
169607,COLEGIO MUNICIPAL CARLOS VICENTE REY,OFI,Oficial
169615,COL COMFANDI TERRANOVA,PRV,No oficial
169623,IE MATECAÑA,OFI,Oficial
169631,I.E.R. INTEGRADA QUINTERO - SEDE PRINCIPAL,OFI,Oficial
169649,CENTRO EDU NUESTRA SRA DEL CARMEN,OFI,Oficial
169656,I. E. 20 DE JULIO,OFI,Oficial
169664,INSTITUCIÓN DE CAPACITACIÓN FUTURO - INCAF,PRV,No oficial
169672,COLEGIO MONTERROSALES,PRV,No oficial
169680,IE GUILLERMO VALENCIA,OFI,Oficial
169698,CENT PANAMERICANO DE CAPACITACION SEDE SUBA,PRV,No oficial
169706,I.E.T.A. Y  PARTICIPACION COMUNITARIA JULIO CESAR TURBAY - SEDE PRINCIPAL,PRV,No oficial
169714,CENTRO DE EDUCACIÓN PARA ADULTOS JERUSALEM,PRV,No oficial
169722,IE LAUREANO GOMEZ,OFI,Oficial
169730,COLEGIO CIES,PRV,No oficial
169748,INST. GESTION INFORMATICA Y GUIA ACADEMICA - GIGA,PRV,No oficial
169755,LICEO MIXTO PARA ADULTOS JOSE PRUDENCIO PADILLA,PRV,No oficial
169763,CENTRO DE ESTUDIOS TECNICOS CEPRODENT,PRV,No oficial
169771,I.E. COLEGIO LA RIOJA DE GIRÓN,PRV,No oficial
169789,COLEGIO CAMPESTRE COMFAMILIAR,PRV,No oficial
169797,CENT EDUC RUR SAN JUANCITO,OFI,Oficial
169805,COGFUCOL - SEDE PRINCIPAL,PRV,No oficial
169813,ESCUELA COLOMBIANA DE SISTEMAS,PRV,No oficial
169821,I.E. NUESTRA SEÑORA DE LA ANTIGUA,OFI,Oficial
169839,INSTITUCION EDUCATIVA NORMAL SUPERIOR ENRIQUE VALLEJO DE TIERRADENTRO,OFI,Oficial
169847,INSTITUCION EDUCATIVA NORMAL SUPERIOR ENRIQUE VALLEJO DE TIERRADENTRO,OFI,Oficial
169854,69/01 INST. EDUC. LA ESPERANZA,OFI,Oficial
169862,I.E.D. DE MANDI,OFI,Oficial
169870,C.E. EL BOSQUE,PRV,No oficial
169888,INSTITUTO TECNICO DE BACHILLERATO COMERCIAL SOR MARIA JULIANA,OFI,Oficial
169896,INSTITUCION EDUCATIVA MANUEL URIBE ANGEL,OFI,Oficial
169904,I. E. R. JAIPERA,OFI,Oficial
169912,I.E. LICEO MANUEL DEL SOCORRO RODRÍGUEZ - SEDE SINCÉ,PRV,No oficial
169920,LICEO MANUEL DEL SOCORRO RODRIGUEZ (SEDE SAMPUES),PRV,No oficial
169938,I. E. JORGE ARTEL,PRV,No oficial
169946,INSTITUCION EDUCATIVA SAN FRANCISCO DE ASIS,OFI,Oficial
169953,COLEGIO BOSANOVA (IED),OFI,Oficial
169961,I.E. CAPACITACIONES INTELCOC,PRV,No oficial
169979,INSTITUTO BOLIVARIANO,PRV,No oficial
169987,INST EDUC RAICES DEL FUTURO,OFI,Oficial
169995,ATANASIO GIRARDOT,OFI,Oficial
170001,ATANASIO GIRARDOT,OFI,Oficial
170019,INSTITUTO BOLIVARIANO,PRV,No oficial
170027,LIC SANTA TERESITA DEL NI¥O JESUS,PRV,No oficial
170035,FUNDACIÓN EDUCATIVA DE SANTANDER - UNITÉCNICA,PRV,No oficial
170043,COLEGIO CENTAUROS,OFI,Oficial
170050,INSTITUCION EDUCATIVA PARA EL DESARROLLO ESTUDIANTIL Y PROFESIONAL - INDEP,PRV,No oficial
170068,I.E. INDIGENISTA EL MANGO,OFI,Oficial
170076,INSTITUCION PARA EL DESARROLLO ESTUDIANTIL Y PROFESIONAL INDEP,PRV,No oficial
170084,COLEGIO NIÑO JESUS DE PRAGA,PRV,No oficial
170092,UNID EDUC EL FUTURO DEL MAÑANA,PRV,No oficial
170100,COL TRIANGULO,PRV,No oficial
170118,I.E. PIO XII,OFI,Oficial
170126,COL TRIANGULO,PRV,No oficial
170134,INSTITUCIÓN EDUCATIVA VILLANUEVA,OFI,Oficial
170142,INSTITUCIÓN EDUCATIVA RURAL MIGUEL ANTONIO CARO,OFI,Oficial
170159,COLEGIO RETOS,PRV,No oficial
170167,I.E. SOACHA PARA VIVIR MEJOR,PRV,No oficial
170175,C.E. FORMAL PARA ADULTOS LOS SAUCES,PRV,No oficial
170183,INSTITUCION EDUCATIVA  DOCENTE DE TURBACO,OFI,Oficial
170191,INSTITUCION EDUCATIVA REMIGIO ANTONIO CA?ARTE,OFI,Oficial
170209,INSTITUCION EDUCATIVA GABRIEL GARCIA MARQUEZ,OFI,Oficial
170217,INSTITUTO EDUCATIVO COLOMBO VENEZOLANO CECOVE,PRV,No oficial
170225,INSTITUTO LA RIVERA,PRV,No oficial
170233,INSTITUTO EDUCATIVO COLOMBO VENEZOLANO CECOVE,OFI,Oficial
170241,LICEO MODERNO CELESTIN FREINET CASANARE,PRV,No oficial
170258,COL SANTO ANGEL,OFI,Oficial
170266,INSTITUTO MARISCAL JORGE ROBLEDO CARTAGO,PRV,No oficial
170274,I.E. LA LIBERTAD,OFI,Oficial
170282,CENT EDUC PAULO FREIRE,PRV,No oficial
170290,PABLO EMILIO CARVAJAL,OFI,Oficial
170308,PABLO EMILIO CARVAJAL,OFI,Oficial
170316,CE REPOSO,OFI,Oficial
170324,GIMNASIO SUPERIOR DEL META,PRV,No oficial
170332,INSTITUCION EDUCATIVA GABRIEL GARCIA MARQUEZ,OFI,Oficial
170340,I. E. R. LA CADENA,OFI,Oficial
170357,IE RUR SAN CARLOS,OFI,Oficial
170365,CENT PANAMERICANO DE CAPACITACION SEDE SUBA,PRV,No oficial
170373,CENT PRESENCIAL ESTUDIANTIL CENPES,PRV,No oficial
170381,COLEGIO TECNICO DEL CARIBE,PRV,No oficial
170399,CENT PRESENCIAL ESTUDIANTIL CENPES,PRV,No oficial
170415,COL EL NINO JESUS,PRV,No oficial
170423,INSTITUCION EDUCATIVA TECNICO INDUSTRIAL JOSE MARIA CARBONELL,OFI,Oficial
170431,LICEO GABRIEL GARCIA MARQUEZ ,PRV,No oficial
170449,COL DE BTO. TECNICO EN COMERCIO Y SISTEMAS HEISENBERG,PRV,No oficial
170456,COL DE BTO. TECNICO EN COMERCIO Y SISTEMAS HEISENBERG,PRV,No oficial
170464,COLEGIO TALENTOS,PRV,No oficial
170472,CORP TECNOLG EMPRESARIAL,PRV,No oficial
170480,IE SAN JOSE DE ORITO,OFI,Oficial
170498,I. E. MARIANO J. VILLEGAS,OFI,Oficial
170506,INSTITUTO POLITECNICO JOSE CELESTINO MUTIS,PRV,No oficial
170514,ACADEMIA COLOMBIANA DE ENSEÑANZA,PRV,No oficial
170522,ACADEMIA COLOMBIANA DE ENSEÑANZA,PRV,No oficial
170530,ACADEMIA COLOMBIANA DE ENSEÑANZA,PRV,No oficial
170548,INSTITUCION EDUCATIVA TECNICA ACUICOLA DE SAN CRISTOBAL,OFI,Oficial
170555,INSTITUCION EDUCATIVA LA BELLA,OFI,Oficial
170563,CENTRO DOCENTE PARA ADULTOS - EDIMA,PRV,No oficial
170571,I.E.R. EL ROSAL,OFI,Oficial
170589,COL ORTUN VELASCO,OFI,Oficial
170597,INST EDUCATIVA  RAFAEL CELEDON,OFI,Oficial
170605,MARCELINO CHAMPAGNAT,PRV,No oficial
170613,I.E.R. PUERTO UMBRIA,OFI,Oficial
170621,COLEGIO CAMPESTRE ANGLO HISPANO,PRV,No oficial
170639,"FUNDACION SOCIAL JIREH ""DIOS PROVEERA""",PRV,No oficial
170647,COLEGIO COOPERATIVO MALCOM X,PRV,No oficial
170654,TEOFILO ROBERTO POTES,OFI,Oficial
170662,INSTITUCION EDUC NUEVA ESPERANZA LA PALMA,OFI,Oficial
170670,INSTITUCION EDUCATIVA TECNICA ISIDRO PARRA,OFI,Oficial
170688,COL CARLOS JULIO TORRADO PE¿ARANDA,OFI,Oficial
170696,INSTITUCION EDUCATIVA DEPARTAMENTAL RURAL GUILLERMO ALVAREZ,OFI,Oficial
170704,INSTITUCION EDUCATIVA DEPARTAMENTAL RURAL GUILLERMO ALVAREZ,OFI,Oficial
170712,INSTITUCION EDUCATIVA DEPARTAMENTAL RURAL GUILLERMO ALVAREZ,OFI,Oficial
170720,I.E. VEINTINUEVE DE NOVIEMBRE,OFI,Oficial
170738,I.E. NATALA,OFI,Oficial
170746,COLEGIO CORAZÓN DE JESÚS,PRV,No oficial
170753,INSTITUCION EDUCATIVA LA TIGRERA,OFI,Oficial
170761,EL LIMONAR,OFI,Oficial
170779,I. E. SAN JOSE,OFI,Oficial
170787,IE EL AGUILA,OFI,Oficial
170795,INSTITUCION EDUCATIVA SOFONIAS YACUP,OFI,Oficial
170803,COLEGIO CORPORACION SANTO DOMINGO,PRV,No oficial
170811,I.E. PUERTO SANTO,OFI,Oficial
170829,COL SANTA JUANA,PRV,No oficial
170837,CENTRO EDUCATIVO BOSTON INTERNACIONAL,PRV,No oficial
170845,INST. EDU. ANDRES BELLO,OFI,Oficial
170852,COLEGIO JORGE ELIECER GAITAN,PRV,No oficial
170878,COLEGIO JUAN REY (IED),OFI,Oficial
170886,INSTITUCION EDUCATIVA ANTONIO MARIA HINCAPIE,OFI,Oficial
170894,I.E.  AGROECOLÓGICO LA PLAYA,OFI,Oficial
170902,IE ALFONSO LOPEZ PUMAREJO,OFI,Oficial
170910,IE MUNICIPAL WINNIPEG,OFI,Oficial
170928,GIMN PSICOPEDAG MARIA ISABEL,PRV,No oficial
170936,IE RUR NUEVA BENGALA,OFI,Oficial
170944,COLEGIO COOPERATIVO MALCOM X,PRV,No oficial
170951,I.E. DE ARARCA,OFI,Oficial
170969,I.E. DE ARARCA,OFI,Oficial
170977,I.E CAMPO ELIAS MARULANDA,OFI,Oficial
170985,IE PRIMITIVO CRESPO,OFI,Oficial
170993,COLEGIO COOPERATIVO MALCOM X,PRV,No oficial
171009,INST SAN MARTIN DE PORRES,PRV,No oficial
171017,COLEGIO DIOS ES AMOR CDA,PRV,No oficial
171025,COLEGIO  MESA DE JERIDAS,OFI,Oficial
171033,COL SAGRADO CORAZON DE JESUS,PRV,No oficial
171041,GIMN LUCILA ZAPATA ARENAS,PRV,No oficial
171058,I.E. LOS COLORES,PRV,No oficial
171066,COL BASICO NUESTRA SE¿ORA DE LA PAZ,OFI,Oficial
171074,INST EDUC EL TRANAL ANTES CENTRO EDUCATIVO EL TRANAL,OFI,Oficial
171082,ENRIQUE OLAYA HERRERA,OFI,Oficial
171090,INSTITUCION EDUCATIVA INSTITUTO TERESIANO,OFI,Oficial
171116,INSTITUCIO EDUCATIVA JUAN DE LA SALLE,PRV,No oficial
171124,INSTITUCION EDUCATIVA MARIA INMACULADA,OFI,Oficial
171132,I.E. MAYOR DE VALLEDUPAR CÉSAR POMPEYO MENDOZA HINOJOSA,PRV,No oficial
171140,INSTITUCION EDUCATIVA NOVA DE COLOMBIA,PRV,No oficial
171157,FRANCISCO DE PAULA SANTANDER,OFI,Oficial
171165,I.E. TECNICO AGROPECUARIA ANGELINA GULLUMUZ,OFI,Oficial
171173,I.E.T. AGROINDUSTRIAL DE MALAGANA,OFI,Oficial
171181,LIC ALBERTO MERANI,PRV,No oficial
171199,INST EDUCATIVA ANDRES BELLO,OFI,Oficial
171207,CENTRO EDUCATIVO SANTA TERESA,OFI,Oficial
171215,GIMNASIO LOS OCOBOS,PRV,No oficial
171223,INST EDUC CAÑO PRIETO,OFI,Oficial
171231,COL EUSTORGIO COLMENARES BAPTISTA,OFI,Oficial
171249,I.E. COLEGIO LOYOLA PARA LA CIENCIA Y LA INNOVACIÓN,OFI,Oficial
171256,INST. EDUC. COM. DIST. MANUEL ELKIN PATARROYO (ANT. C.C.E.B. # 200),OFI,Oficial
171264,C.E. LAS FLORES,OFI,Oficial
171272,COLEGIO SANTA LIBRADA (IED),OFI,Oficial
171280,I. E. EL CAMPAMENTO,OFI,Oficial
171298,IE JOHN F. KENNEDY,OFI,Oficial
171306,COL AGR LA INMACULADA,OFI,Oficial
171314,I.E. LA LAGUNA DINDE ANTES (C.E. LA LAGUNA DINDE),OFI,Oficial
171322,C. E. LA LLANA,OFI,Oficial
171330,I. E. LORENZO YALI,OFI,Oficial
171355,RUFINO JOSE CUERVO SUR,OFI,Oficial
171363,RUFINO JOSE CUERVO SUR,OFI,Oficial
171371,INSTITUCION EDUCATIVA RURAL LA VICTORIA,OFI,Oficial
171389,I.E. ETNOEDUCATIVA INTERNADO INDIGENA DE KAMUSHIWOU,OFI,Oficial
171397,I.E.R. SAN MARCELINO,OFI,Oficial
171405,INST TEC DIVERSIFICADO MONTERREY,OFI,Oficial
171413,INSTITUCIÓN EDUCATIVA LA SULTANA,OFI,Oficial
171421,INSTITUTO TECNICO AGROPECUARIO,OFI,Oficial
171439,LIC LORENS,PRV,No oficial
171447,LICEO INFANTIL LUNITA DE CHIA,PRV,No oficial
171454,IE PAULO VI,OFI,Oficial
171462,CENT EDUC RUR LA CAPILLA,OFI,Oficial
171470,I.E. TERESA DE CALCUTA,OFI,Oficial
171488,CENT SUPERIOR DE ESTUDIOS FINANCIEROS E INFORMATICOS CENPEFI,PRV,No oficial
171496,COLEGIO LICEO CERVANTES,PRV,No oficial
171504,FUNDACIÓN COLOMBIA ESTUDIA,PRV,No oficial
171512,FUNDACIÓN SANTO TOMAS DE AQUINO - FUSANTEC,PRV,No oficial
171520,INSTITUCION EDUCATIVA ANTONIO NARIÑO,OFI,Oficial
171538,I.E. JOSÉ JOAQUIN VÉLEZ,OFI,Oficial
171546,I. E. BOMBONA,OFI,Oficial
171553,I.E. CERROS DE JULIO,OFI,Oficial
171561,I.E.  COCOROTE,OFI,Oficial
171579,INSTITUCION EDUCATIVA CRISANTO LUQUE,OFI,Oficial
171587,IE DPTAL GUSTAVO URIBE RAMIREZ,OFI,Oficial
171595,I.E. EL CRISTAL,OFI,Oficial
171603,INSTITUCION EDUCATIVA EL GUINEO,OFI,Oficial
171611,INST EDUC GABRIELA MISTRAL,OFI,Oficial
171629,GIMN GUAYACANES,PRV,No oficial
171637,INSTITUCION EDUCATIVA JOHN F. KENNEDY,OFI,Oficial
171645,INSTITUCION EDUCATIVA MADRE LAURA,OFI,Oficial
171652,I.E. NUESTRA SEÑORA DEL CARMEN,OFI,Oficial
171660,C.EDUC.NUEVO PARAISO,OFI,Oficial
171678,INSTITUCIÓN EDUCATIVA RURAL DEPARTAMENTAL DE SUBIA,OFI,Oficial
171686,I.E.R. NUEVA SILVANIA,OFI,Oficial
171694,I. E. SAN JOSE,OFI,Oficial
171702,IE SAN NICOLAS,OFI,Oficial
171710,I.E.R. JOSE ASUNCION SILVA,OFI,Oficial
171728,INSTITUCION EDUCATIVA FULGENCIO LEQUERICA  VELEZ,OFI,Oficial
171736,GIMNASIO CAMPESTRE LA CONSOLATA,PRV,No oficial
171744,C.C.E.B. # 187 CIVICO 7 DE ABRIL,OFI,Oficial
171751,CENTRO EDUCATIVO LAS BRISAS,OFI,Oficial
