COD_COLEGIO,COLEGIO,TIPO_COLEGIO,MODACADEMICA
163717,COLEGIO PABLO VI,PRV,No oficial
163725,IE TECNICO INDUSTRIAL,OFI,Oficial
163733,INSTITUCION EDUCATIVA DEPARTAMENTAL TECNICA AGROPECUARIA CARMEN DE ARIGUANI,OFI,Oficial
163741,INSTITUCION EDUCATIVA DEPARTAMENTAL RODRIGO VIVES DE ANDREIS,OFI,Oficial
163758,COLEGIO SAN NICOLÁS DE TOLENTINO,PRV,No oficial
163766,INSTITUTO  DE EDUCACION TECNICA INESUR,PRV,No oficial
163774,INSTITUTO DE EDUCACION TECNICA INESUR,PRV,No oficial
163782,INST EDUC PBRO ANTONIO JOSE BERNAL LONDOÑO SJ,OFI,Oficial
163790,INST EDUC PBRO ANTONIO JOSE BERNAL LONDOÑO SJ,OFI,Oficial
163808,GIMNASIO CAMPESTRE LOS ROBLES,PRV,No oficial
163816,CE PARA EL DESARROLLO EMPRESARIAL DE LOS LLANOS - CEDELLANOS,PRV,No oficial
163824,I. E. R. PORTACHUELO,OFI,Oficial
163832,I. E. R. PORTACHUELO,OFI,Oficial
163840,INSTITUCION EDUCATIVA SAN ANDRES,OTR,No oficial
163857,INSTITUCION EDUCATIVA MADRE LAURA MONTOYA,OTR,No oficial
163865,INSTITUCION EDUCATIVA LAS MERCEDES,OFI,Oficial
163873,I. E. SANTA MARIA,OFI,Oficial
163881,INSTITUCION EDUCATIVA RURAL DE MARINILLA,OTR,No oficial
163899,INSTITUCION EDUCATIVA RURAL EL MELLITO,OTR,No oficial
163907,PENDIENTE POR DEFINIR NOMBRE,OTR,No oficial
163915,INST POLITECNICO JOSE CELESTINO MUTIS,PRV,No oficial
163923,COLOMBIA SIN BANDERAS,PRV,No oficial
163931,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA  UNAD  CEAD GACHETA,PRV,No oficial
163949,INSTITUCION EDUCATIVA ORIENTAL FEMENINO,OFI,Oficial
163956,INSTITUTO EDUCATIVO JUNIOR,PRV,No oficial
163964,INSTITUTO EDUCATIVO JUNIOR,PRV,No oficial
163972,INSTITUTO EDUCATIVO JUNIOR,PRV,No oficial
163980,LICEO DE EDUCACIÓN BÁSICA Y MEDIA DE ADULTOS SIGLO XXI,PRV,No oficial
164038,INSTITUTO EDUCATIVO TECNOCIENCIAS REGIÓN CARIBE,PRV,No oficial
164046,COL GIMN PONTEVEDRA,PRV,No oficial
164053,INST EDUC SAN FERNANDO,OFI,Oficial
164061,COLEGIO ANGELES  DE LA PAZ ,PRV,No oficial
164079,INSTITUTO DE EDUCACION FORMAL DE ADULTOS BIBLIOTECA PUBLICA JULIO PEREZ FER,OFI,Oficial
164087,CHAPINERO,OFI,Oficial
164095,CHAPINERO,OFI,Oficial
164103,COLEGIO CORCEL,PRV,No oficial
164111,CENTRO DE ENSEÑANZA PRECOZ CAMINO AL SABER,PRV,No oficial
164129,INSTITUTO SAN FERNANDO FERRINI,PRV,No oficial
164137,COL PBRO HERNANDO BARRIENTOS CADAVID,PRV,No oficial
164145,COLEGIO SAN JOSÉ,PRV,No oficial
164152,COL LOS ALPES DE LLANO GRANDE,PRV,No oficial
164160,IE EL PITAL,OFI,Oficial
164178,I. E. MARIANO DE JESUS EUSSE,OFI,Oficial
164186,I.E. NUESTRA SEÑORA DEL CARMEN,OFI,Oficial
164194,INSTITUCION EDUCATIVA  SAN JUAN BAUTISTA,OFI,Oficial
164202,INSTITUTO TÉCNICO SAN JUAN,PRV,No oficial
164210,UNIDADES TECNICAS DE BOYACA UTB,PRV,No oficial
164228,COL CUMBRES,PRV,No oficial
164236,CENT EDUC ARENOSO,OFI,Oficial
164244,IE FRANCISCO DE PAULA SANTANDER,OFI,Oficial
164251,I.E. SIBERIA,OFI,Oficial
164269,COLEGIO BOSTON,PRV,No oficial
164277,INSTITUO MAYOR DEL META,PRV,No oficial
164285,I. E. AGROINDUSTRIAL SAN BENITO,OFI,Oficial
164293,COL BAHAI SIMMONS,PRV,No oficial
164301,COLEGIO GRAN COLOMBIANO (IED),OFI,Oficial
164319,COLEGIO ALEGRIA DE APRENDER,PRV,No oficial
164327,COLEGIO LOS LAGOS,PRV,No oficial
164335,COLEGIO ALEGRIA DE APRENDER,PRV,No oficial
164343,INSTITUCION EDUC TAPIAS,OFI,Oficial
164350,CENTRO EDUCATIVO CUESTA RICA,OFI,Oficial
164368,INSTITUTO EL PARAISO,PRV,No oficial
164376,INSTITUCIÓN EDUCATIVA PIZANDA,OFI,Oficial
164384,INSTITUCION EDUCATIVA EL DIAMANTE,OFI,Oficial
164392,I. E. MARIANO DE JESUS EUSSE,OFI,Oficial
164400,INSTITUCION ETNOEDUCATIVA INTEGRAN RURAL INTERNADO INDIGENA DE CAMINO VERDE,OFI,Oficial
164418,C. E. DE ADULTOS CARL FRIEDICH GAUSS,PRV,No oficial
164426,LICEO SAN MARIANO,PRV,No oficial
164434,COLEGIO JORGE ISAACS,PRV,No oficial
164442,IE MANOS UNIDAS,OFI,Oficial
164459,IE MANOS UNIDAS,OFI,Oficial
164467,INSTITUCION EDUCATIVA DEPARTAMENTAL INTEGRADA DE SUTATAUSA,OFI,Oficial
164475,COL CALASANZ,PRV,No oficial
164483,POLITECNICO MAYOR ANDINO,PRV,No oficial
164491,GIMN GUAYACANES,PRV,No oficial
164509,COL FUNDADORES EN ADMINISTRACION (AC),PRV,No oficial
164517,INSTITUCION EDUCATIVA GIMNASIO GUAYACANES,PRV,No oficial
164525,INSTITUCION EDUCATIVA DISTRITAL LA LIBERTAD,OFI,Oficial
164533,I.E. VILLA MARIA,OFI,Oficial
164541,INSTITUCION EDUCATIVA SAN FRANCISCO,OFI,Oficial
164558,INSTITUTO EDUCATIVO DEL LLANO,OFI,Oficial
164566,COL MIX VILLA CAROLINA,PRV,No oficial
164574,SAINT GEORGE SCHOOL - SAN JORGE,PRV,No oficial
164582,INST. EDUC. JULIO C. MIRANDA,OFI,Oficial
164590,I. E. ESCUELA NORMAL SUPERIOR DE MARIA,OFI,Oficial
164608,COLEGIO TRAVESURAS,PRV,No oficial
164616,I.E.  DE CASTAÑAL,OFI,Oficial
164624,COL SAN NICOLAS DE TOLENTINO,PRV,No oficial
164632,GIMNASIO JAIBANA,PRV,No oficial
164640,LIC  PIÑEROS CORTES,PRV,No oficial
164657,INST EDUC EL CARMEN,OFI,Oficial
164665,I. E. SAN FRANCISCO,OFI,Oficial
164673,I. E. MARIANO DE JESUS EUSSE,OFI,Oficial
164681,COLEGIO FRANCISCO ARANGO,OFI,Oficial
164699,IE MARISCAL SUCRE,OFI,Oficial
164707,ACADEMIA ACADEMIA SAM,PRV,No oficial
164715,I.E. SOCHAQUIRA ABAJO,OFI,Oficial
164723,I.E.D. JOSE RAIMUNDO SOJO,PRV,No oficial
164731,C. E. R. SIETE VUELTAS,OFI,Oficial
164749,SANTANDER,OFI,Oficial
164756,I.E.D. LAGUNA,OFI,Oficial
164764,I.E. SANTO DOMINGO SAVIO,OFI,Oficial
164772,CENTRO DE DESARROLLO COMUNITARIO FE Y ALEGRIA,PRV,No oficial
164780,INSTITUCION EDUCATIVA RAFAEL NAVIA VARON,OFI,Oficial
164798,IE EL HATO,OFI,Oficial
164806,INSTITUCION EDUCATIVA SAGRADO CORAZON DE JESUS,OFI,Oficial
164814,CENTRO DE EDUCACION BASICA Y MEDIA  N 161,OFI,Oficial
164822,LICEO JOSE FELIX JIMENEZ,OFI,Oficial
164830,LICEO QUINDIO,OFI,Oficial
164848,INSTITUCIÓN EDUCATIVA GAMALIEL,PRV,No oficial
164855,I.E JORGE ABEL MOLINA,OFI,Oficial
164863,INST EDUC EL PARAISO,OFI,Oficial
164871,COLEGIO PEDAGOGICO LOS OLIVOS,PRV,No oficial
164889,COLEGIO GRAN YOMASA (IED),OFI,Oficial
164897,COLEGIO GIMNASIO CERVANTES,PRV,No oficial
164905,I.E.R. SANTA ROSA DE LIMA,OFI,Oficial
164913,COLEGIO GRAN YOMASA (IED),OFI,Oficial
164921,I.E. LOS ARAUJOS,PRV,No oficial
164939,COLEGIO MUNICIPAL CARLOS VICENTE REY,OFI,Oficial
164947,CORPORACION EDUCATIVA TECNICA Y EMPRESARIAL,PRV,No oficial
164954,IE DIOCESANO PEDRO GRAU Y AROLA,OFI,Oficial
164962,CENTRO EDUCATIVO VALENTIN GARCIA,OFI,Oficial
164970,COLEGIO BADEN POWELL,PRV,No oficial
164988,COLEGIO LOS ANGELES,PRV,No oficial
164996,LICEO PSICOPEDAG MONTESSORI,PRV,No oficial
165001,INSTITUTO POLITECNICO NACIONAL LATINOAMERICANO,PRV,No oficial
165019,INST EDUC SAN FRANCISCO,OFI,Oficial
165027,INST EDUC CAUCA ANTES CENTRO DOCENTE URBANO DE NINAS CAUCA,OFI,Oficial
165035,IE ROGERIO VELASQUEZ MURILLO,OFI,Oficial
165043,I. E. BAJO SAN FRANCISCO,OFI,Oficial
165050,IE IDEBIC,OFI,Oficial
165068,COLEGIO SAN GABRIEL FUNDESIA,PRV,No oficial
165076,INSTITUCIÓN EDUCATIVA CRISTIANA OASIS DE ESPERANZA,PRV,No oficial
165084,C.E. PARA ADULTOS A.B.C.,PRV,No oficial
165092,I.E. EL ROSARIO,OFI,Oficial
165100,I.E. EL ROSARIO,OFI,Oficial
165118,COL RAFAEL NU¥EZ,PRV,No oficial
165126,INSTITUCION EDUCATIVA TECNICA NICOLAS RAMIREZ SEDE ALTO DEL CIELO,OFI,Oficial
165134,INSTITUTO PEDAGÓGICO SOCIAL DE COLOMBIA,PRV,No oficial
165142,INSTITUCION EDUCATIVA COLEGIO BASICO BUENOS AIRES,OFI,Oficial
165159,CENTRO EDUC. CERROS DE COSTA RICA,OFI,Oficial
165167,COLEGIO COLOMBO DARIÉN,PRV,No oficial
165175,CENTRO EDUCATIVO NVA ESPERANZA,OFI,Oficial
165183,I.E.D. GERMÁN VARGAS CANTILLO,PRV,No oficial
165191,CENTRO EDUCATIVO RURAL SANTA FE RALITO,OFI,Oficial
165209,I.E. SAN JOSE DE RIVERA,OFI,Oficial
165217,I.E.T. AGROAMBIENTAL SANTA ROSA DE LIMA,OFI,Oficial
165225,I. E. R. EL TOTUMO,OFI,Oficial
165233,COL INTEGD POPULAR,PRV,No oficial
165241,IE MISAEL PASTRANA BORRERO,OFI,Oficial
165258,LICEO SAN MIGUEL,PRV,No oficial
165266,I.E.R.D. LIMONCITOS,OFI,Oficial
165274,POLITECNICO MAYOR ANDINO,PRV,No oficial
165282,INSTITUCION EDUCATIVA NUEVA ESPERANZA,OFI,Oficial
165290,I.E. ANTONIO DERKA - SANTO DOMINGO,OFI,Oficial
165308,FUNDACION INSTITUTO CRISTIANO DE PROMOCION CAMPESINA,PRV,No oficial
165316,INSTITUTO CRISTIANO DE PROMOCIÓN CAMPESINA - ICPROC,PRV,No oficial
165324,FUNDACION INSTITUTO CRISTIANO DE PROMOCION CAMPESINA,PRV,No oficial
165332,FUNDACION INSTITUTO CRISTIANO DE PROMOCION CAMPESINA,PRV,No oficial
165340,FUNDACION INSTITUTO CRISTIANO DE PROMOCION CAMPESINA,PRV,No oficial
165357,FUNDACION INSTITUTO CRISTIANO DE PROMOCION CAMPESINA,PRV,No oficial
165365,FUNDACION INSTITUTO CRISTIANO DE PROMOCION CAMPESINA,PRV,No oficial
165373,FUNDACION INSTITUTO CRISTIANO DE PROMOCION CAMPESINA,PRV,No oficial
165381,FUNDACION INSTITUTO CRISTIANO DE PROMOCION CAMPESINA,PRV,No oficial
165399,I. E. MADRE LAURA MONTOYA,OFI,Oficial
165407,LIC INF SANTA TERESITA DE LISIEUX,PRV,No oficial
165415,I.E.R. TESALIA,OFI,Oficial
165423,I.E.R. CAMPO HERMOSO,OFI,Oficial
165431,INSTITUCION EDUCATIVA DEPARTAMENTAL VENECIA,OFI,Oficial
165449,INSTITUCION EDUCATIVA SAN VICTOR,OFI,Oficial
165456,COLEGIO SATELITE JUVENTUD EN MARCHA,PRV,No oficial
165464,INSTITUCION EDUCATIVA BARBACOA,OFI,Oficial
165472,CE EL TALLER DE LOS NIÑOS,PRV,No oficial
165480,IE ANACLETO GARCIA,OFI,Oficial
165498,INSTITUCION EDUCATIVA DEPARTAMENTAL LA CANDELARIA,OFI,Oficial
165506,COLEGIO COMPARTIR RECUERDO (IED),OFI,Oficial
165514,COLEGIO CAMP JAIME GARZON (IED),OFI,Oficial
165522,COLEGIO COMPARTIR RECUERDO (IED),OFI,Oficial
165530,I.E.  SABANETA,OFI,Oficial
165555,LICEO SANTA INES TALANGA VALLEGRANDE,PRV,No oficial
165563,COLEGIO DEL NAZARENO,PRV,No oficial
165571,I.E. CASAS BAJAS (ANTES C.E. CASA BAJAS),OFI,Oficial
165589,I.E. ISLAS DEL ROSARIO,OFI,Oficial
165597,INSTITUCION EDUCATIVA PURNIO,OFI,Oficial
165605,INSTITUCION EDUCATIVA BAJO GRANDE,OFI,Oficial
165613,COL EAGLE HILL SCHOOL,PRV,No oficial
165621,COLEGIO NACIONAL DE CAPACITACION ACADEMICA Y CULTURAL - CENCAL,PRV,No oficial
165639,I. ETNOEDUCATIVO RUR SANTA ROSA DEL GUAMUEZ,OFI,Oficial
165647,CENTRO EDUCATIVO SAN LUIS GONZAGA,PRV,No oficial
165654,INSTITUCION EDUCATIVA CIUDAD CORDOBA,OFI,Oficial
165662,I.E. ALTA MONTAÑA,OFI,Oficial
165670,C.EDUC.EVANGELICO LA ESPERANZA,PRV,No oficial
165688,INSTITUCION EDUCATIVA DE SOLEDAD JUAN EUGENIO CAÑAVERA,PRV,No oficial
165696,86/01 INSTITUCION EDUCATIVA LA LEONERA,OFI,Oficial
165704,86/01 INSTITUCION EDUCATIVA LA LEONERA,OFI,Oficial
165712,I. E. EL CARMEN,OFI,Oficial
165720,BARRIOS UNIDOS DEL SUR,OFI,Oficial
165738,I.E.R. EL VENADO,OFI,Oficial
165746,INSTITUCION EDUCATIVA SAN VICENTE DE PAUL,OFI,Oficial
165753,I. E. R. CARLOS ARTURO QUINTERO,OFI,Oficial
165761,COL SAGRADO CORAZON DE JESUS,PRV,No oficial
165779,IE SAN JOSE DE ORITO,OFI,Oficial
165787,COLEGIO ANDRES BELLO,PRV,No oficial
165795,INST TEC CIAL E INDUSTRIAL PROVIDENCIA,PRV,No oficial
165803,COL PANAMERICANO,PRV,No oficial
165811,COLEGIO  PORTUGAL,OFI,Oficial
165829,INSTITUTO DE FORMACION LABORAL INSDEFORLA,PRV,No oficial
165837,COLEGIO NUEVA INGLATERRA,PRV,No oficial
165845,IE MUNICIPAL PALMARITO,OFI,Oficial
165852,I.E. REPUBLICA DE ARGENTINA,OFI,Oficial
165860,INSTITUCION EDUCATIVA CRISTO REY,PRV,No oficial
165878,I. E. R. JOSE FELIX DE RESTREPO,OFI,Oficial
165886,IE EL CARMEN,OFI,Oficial
165894,COLEGIO DEPARTAMENTAL INTEGRADO NUESTRA SE¿ORA DE LOURDES,OFI,Oficial
165902,COL. BOSTON C.L.E.I.,PRV,No oficial
165910,COL. BOSTON C.L.E.I.,PRV,No oficial
165928,IE LA ARCADIA,OFI,Oficial
165936,COLEGIO MILITAR ALMIRANTE TONO TUMACO SAS,PRV,No oficial
165944,CENT EDUC RUR BABEGA,OFI,Oficial
165951,I.E. LA ESPERANZA,OFI,Oficial
165969,IE ANTONIA SANTOS,OFI,Oficial
165977,I.E.T. BICENTENARIO,PRV,No oficial
165985,IE ANTONIA SANTOS,OFI,Oficial
165993,GIMNASIO OXFORD SCHOOL,PRV,No oficial
166009,INSTITUCION EDUCATIVA  EL PORTICO,OFI,Oficial
166017,CENTRO DE ESTUDIOS OCUPACIONAL  CEO,PRV,No oficial
166025,INSTITUCION EDUCATIVA NUEVA GRANADA,OFI,Oficial
166033,I.E. ANDRÉS BELLO,OFI,Oficial
166041,IE LA CAMILA,OFI,Oficial
166058,LIC  ERNESTO CARDENAL,PRV,No oficial
166066,ESC PRIMEROS PASOS,PRV,No oficial
166074,I.E. RIO HONDO (ANTES C.E. RIO HONDO),OFI,Oficial
166082,I.E. QUEBRADAS,OFI,Oficial
166090,I. E. NUESTRA SENORA DEL PILAR,OFI,Oficial
166108,CENTRO EDUCATIVO CAMILO TORRES LA VICTORIA,OFI,Oficial
166116,I.E. AGROEMPRESARIAL SAN MIGUEL DE AVIRAMA,OFI,Oficial
166124,INSTITUCION EDUCATIVA DEPTAL. JOAQUIN SABOGAL,OFI,Oficial
166132,COLEGIO MARIA MAGDALENA,PRV,No oficial
166140,INSTITUTO TECNICO SAN MATEO,PRV,No oficial
166157,COL GUILLERMO COTE BAUTISTA,OFI,Oficial
166165,INSTITUCION EDUCATIVA CAÑO BONITO,OFI,Oficial
166173,INSTITUCION EDUCATIVA LAS PAVAS,OFI,Oficial
166181,COLEGIO JOHANNES GUTENBERG,PRV,No oficial
166199,INSTITUTO COMERCIAL OASIS,PRV,No oficial
166207,INSTITUCIÓN EDUCATIVA SAN ANTONIO (ANTES CENTRO EDUCATIVO SAN ANTONIO),OFI,Oficial
166215,COLEGIO INTEGRADO  LOS SANTOS,OFI,Oficial
166223,INSTITUCION EDUCATIVA NO. 2,OFI,Oficial
166231,IE LA PERDIZ,OFI,Oficial
166249,IE LA PERDIZ,OFI,Oficial
166256,COLEGIO CAMPESTRE COLOMBO BRITÁNICO,PRV,No oficial
166264,I.E.R. ELYARUMO,OFI,Oficial
166272,I.E. NUEVA GRANADA,OFI,Oficial
166280,INSTITUTO CORFERRINI,PRV,No oficial
166298,I. E. SAN JUAN BOSCO,OFI,Oficial
166306,CENT DE FORMACION EDUCATIVA,PRV,No oficial
166314,CENT DE FORMACION EDUCATIVA,PRV,No oficial
166322,CENT DE FORMACION EDUCATIVA,PRV,No oficial
166330,INSTITUCION EDUCATIVA  SAN ISIDRO,OFI,Oficial
166348,GIMNASIO MONTREAL,PRV,No oficial
166355,IE JENARO DIAZ JORDAN,OFI,Oficial
166363,CENTRO EDUCATIVO BESITO BOLAO,OFI,Oficial
166371,INSTITUCION EDUCATIVA DEPARTAMENTAL MACONDO,OFI,Oficial
166389,INSTITUCION EDUCATIVA JESUS ANTONIO AMEZQUITA,OFI,Oficial
166397,IE JOSE DEL CARMEN CUESTA,OFI,Oficial
166405,INSTITUTO LATINOAMERICANO,PRV,No oficial
166413,IE EL RECREO,OFI,Oficial
166421,IE LUIS CALIXTO LEIVA,OFI,Oficial
166439,INST EDUC PALO ALTO,OFI,Oficial
166447,I.E. SANTA TERESA,OFI,Oficial
166454,IE LA CAMPIÑA,OFI,Oficial
166462,INSTITUTO PEDAGÓGICO DE GAIRA,PRV,No oficial
166470,INSTITUTO HUMBOLDT,PRV,No oficial
166488,COLEGIO JOHN F. KENNEDY (IED),OFI,Oficial
166496,CENT EDUC PATIO BONITO NORTE,OFI,Oficial
166504,CENT EDUC PUEBLECITO SUR,OFI,Oficial
166512,IE LOS NEGROS,OFI,Oficial
166520,IE RUR LA PAILA,OFI,Oficial
166538,COLEGIO DOUGLAS BROWN DE ZIPAQUIRÁ,PRV,No oficial
166546,I.E. TÉCNICA CHICAMOCHA,OFI,Oficial
166553,IE ANTONIO NARIÑO,OFI,Oficial
166561,COLEGIO  ADVENTISTA,PRV,No oficial
166579,I.E. PALO ALTO,OFI,Oficial
166587,GIMNASIO SAN MATEO,PRV,No oficial
166595,COLEGIO WALDORF EL MAESTRO,PRV,No oficial
166603,INSTITUCION EDUCATIVA NO. 4,OFI,Oficial
166611,INSTITUCION EDUCATIVA NO. 4,OFI,Oficial
166629,INSTITUCION EDUCATIVA NO 15,OFI,Oficial
166637,INSTITUCION EDUCATIVA NO 15,OFI,Oficial
166645,INSTITUCION EDUCATIVA NO. 4,OFI,Oficial
166652,I. E.R. PEDRO NEL DURANGO,OFI,Oficial
166660,I.E. CAMPO ALEGRE,OFI,Oficial
166678,COLEGIO AGROPECUARIO SILVANO VELASCO,OFI,Oficial
166686,COL MOUNT VERNON,PRV,No oficial
166694,CENTRO EDUCATIVO RURAL BOSCONIA,OFI,Oficial
166702,ANTONIO JOSE DE SUCRE,OFI,Oficial
166710,I.E. INSTITUTO EDUCATIVO DE FORMACION INTERCULTURAL COMUNITARIO KWESX UMA K,OFI,Oficial
166728,INSTITUCION EDUCATIVA MADRE LAURA,OFI,Oficial
166736,GIMN CAMP MERYLAND,PRV,No oficial
166744,IE SIMON BOLIVAR (EL CHIRE),OFI,Oficial
166751,I.E. TÉCNICA ANTONIO NARIÑO,PRV,No oficial
166769,I.E. JUAN JOSÉ,PRV,No oficial
166777,IE JOSE DEL CARMEN CUESTA,OFI,Oficial
166785,I.E INTERNADO RURAL SOLITA,OFI,Oficial
166793,C.E. MANUELA BELTRAN,OFI,Oficial
166801,I.E. JOSE CELESTINO MUTIS,OFI,Oficial
166819,I.E. LLANO LINDO,OFI,Oficial
166827,COLEGIO BILINGUE LOS ANGELES,PRV,No oficial
166835,I.E. CHAPIURCO,OFI,Oficial
166843,INSTITUCION EDUCATIVA DEPARTAMENTAL LOMA DEL BALSAMO,OFI,Oficial
166850,I. E. SANTA TERESA,OFI,Oficial
166868,INSTITUCION EDUCATIVA ANTONIO NARIÑO,OFI,Oficial
166876,I. E. ANTONIO ROLDAN BETANCUR,OFI,Oficial
166884,I.E. NICOLAS CUERVO Y ROJAS,OFI,Oficial
166892,I.E. SAN IGNACIO DE LOYOLA,OFI,Oficial
166900,I.E. BUTAGÁ,OFI,Oficial
166918,IE MUNICIPAL VILLA FATIMA,OFI,Oficial
166926,I.E. LAS HUACAS,OFI,Oficial
166934,INST EDUC ALFONSO CORDOBA (ANTES CENT EDUC ALFONSO CORDOBA),OFI,Oficial
166942,I.E. NUEVA VISTA HERMOSA,OFI,Oficial
166959,INST EDUC SABAS EDMUNDO BALSEIRO BLANCO,OFI,Oficial
166967,I.E.  CANTAGALLOS,OFI,Oficial
166975,GIMNASIO NUEVA FRONTERA,PRV,No oficial
166983,INSTITUCION EDUCATIVA  LA PLAZUELA,OFI,Oficial
166991,CENTRO EDUCATIVO DEPARTAMENTAL CA¿O DE AGUAS,OFI,Oficial
167007,C.E.R. BOLARQUI,OFI,Oficial
167015,INSTITUCION EDUCATIVA VILLA HERMOSA 2,OFI,Oficial
167023,I.E. RURAL LAS LAJAS,OFI,Oficial
167031,INST. EDUC. DIST. COMUNITARIA 7 DE ABRIL (ANT. C.C.E.B. # 195),OFI,Oficial
167049,INSTITUCION EDUCATIVA MONOPAMBA,OFI,Oficial
167056,IE GILBERTO ALZATE AVENDAÑO,OFI,Oficial
167064,COL SANTA  JUANA DE ARCO SEDE # 2,PRV,No oficial
167072,INSTITUCION EDUCATIVA COYARCÓ,OFI,Oficial
167080,INSTITUCION EDUCATIVA CRISTOBAL COLON,OFI,Oficial
167098,LICEO MODERNO CELESTIN FREINET,PRV,No oficial
167106,INSTITUCION EDUCATIVA TECNICO INDUSTRIAL  MULTIPROPOSITO,OFI,Oficial
167114,INSTITUCION EDUCATIVA DEPARTAMENTAL I.P.E.B.I.,OFI,Oficial
167122,INSTITUCION EDUCATIVA ANTONIO NARIÑO,OFI,Oficial
167130,INSTITUCION EDUCATIVA SANTA ROSA,OFI,Oficial
167148,I. E. LA MATA,OFI,Oficial
167155,TERMARIT,OFI,Oficial
167163,I.E. LAS VEGAS,OFI,Oficial
167171,I. E. SAN JOSE,OFI,Oficial
167189,INSTITUCION EDUCATIVA  LEONES,OFI,Oficial
167197,INSTITUTO SAN ISIDRO DE CACHIRI,OFI,Oficial
167205,INST.  COLOMBO VENEZOLANO,PRV,No oficial
167213,INSTITUCION EDUCATIVA DEPARTAMENTAL INTEGRADO,OFI,Oficial
167221,COL PUERTO NUEVO,OFI,Oficial
167239,INSTITUCION EDUCATIVA MULTIPROPOSITO,OFI,Oficial
167247,I.E. PLACIDO CAMILO CROUS,PRV,No oficial
167254,INST. EDUC. DIST. SALVADOR SUAREZ SUAREZ (ANT. CEB. #067),OFI,Oficial
167262,CENT EDUC RUR SAN LUIS BELTRAN,OFI,Oficial
167270,I.E. FRAY ARTURO AYALA,PRV,No oficial
167288,INSTITUTO CONTINENTAL DEL CARIBE,PRV,No oficial
167296,INST. EDUC. DIST. SALVADOR SUAREZ SUAREZ (ANT. CEB. #067),OFI,Oficial
167304,CE JOSE REINEL CERQUERA,OFI,Oficial
167312,INSTITUCION EDUCATIVA LA DEPRESION (ANTES CENTRO EDUCATIVO LA DEPRESION),OFI,Oficial
167320,GIMN CAMPESTRE  ESCALEMOS,PRV,No oficial
167338,LICEO INFANTIL CRISTIANO HEROES DEL SABER ,PRV,No oficial
167346,COL INTEGD GETSEMANI,PRV,No oficial
167353,INSTITUCION EDUCATIVA DEPARTAMENTAL TECNICA AGROPECUARIA BENJAMIN HERRERA,OFI,Oficial
167361,INST EDUC CIRO MENDIA,OFI,Oficial
167379,I.E. JOSE ANTONIO GALAN,OFI,Oficial
167387,INSTITUCION EDUCATIVA RURAL DEPARTAMENTAL RIONEGRO SUR,OFI,Oficial
167395,I.E. JOSE ASUNCION SILVA,OFI,Oficial
167403,INSTITUTO CAMILO TORRES,PRV,No oficial
167411,I. E. R. ZOILA DUQUE BAENA,OFI,Oficial
167429,INSTITUCION EDUCATIVA ENCIMADAS,OFI,Oficial
167437,INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR REBECA SIERRA CARDONA,OFI,Oficial
167445,INSTITUCION EDUCATIVA PARAMITO,OFI,Oficial
167452,INST. EDUC. DIST. LA MILAGROSA FE Y ALEGRIA (ANT. C.E.B. # 164),OFI,Oficial
167460,CENTRO DE EDUCACION BASICA ETNOEDUCATIVO PAULINO SALGADO  BATATA,OFI,Oficial
167478,I.E RURAL EL PORTAL LA MONO,OFI,Oficial
167486,I. E. NUESTRA SEÑORA DEL CARMEN,OFI,Oficial
167494,I.E. INSTITUTO JOSÉ CELESTINO MUTIS,PRV,No oficial
167502,COL SAN ISIDRO LABRADOR,PRV,No oficial
167510,I.E.T. AGROIUNDUSTRIAL DE CALAMAR,OFI,Oficial
167528,COLEGIO YIZFRED,PRV,No oficial
167536,I.E. NUEVO LATIR,OFI,Oficial
167544,CENT EDUC SEBASTIAN DE BELALCAZAR,PRV,No oficial
167551,I.E. VICTOR ZUBIRIA,OFI,Oficial
167569,INSTITUTO EDUCATIVO SEMBRANDO ALTERNATIVAS,PRV,No oficial
167577,I. E. POTRERILLO,OFI,Oficial
167585,IE CIUDAD FLORIDA,OFI,Oficial
167593,IE EL DESCANSO,OFI,Oficial
167601,IE TULIO ARBELAEZ,OFI,Oficial
167619,I.E. NUEVO HORIZONTE,OFI,Oficial
167627,COLEGIO ANGULO,OFI,Oficial
167635,I. E. JORGE ALBERTO GOMEZ GOMEZ,OFI,Oficial
167643,INST EDUC TEC ALBERTO CASTILLA,OFI,Oficial
167650,INST EDUC JORGE ELIECER GAITAN,OFI,Oficial
167668,I.E NUESTRA SEÑORA DEL PERPETUO SOCORRO,OFI,Oficial
167676,I.E. INTERNADO LUIS CARLOS GALAN SARMIENTO,OFI,Oficial
167684,I.E.LA SALADA,OFI,Oficial
167692,I.E. INDIG GENARO OPUA QUIRO,OFI,Oficial
167700,INSTITUCION EDUCATIVA TECNICA SANTA LUCIA,OFI,Oficial
167718,IE DIVINO NIÑO CORMAL,OFI,Oficial
167726,CENTRO EDUCATIVO EL CASTILLO,OFI,Oficial
167734,I. E. R. BENIGNO MENA GONZALEZ,OFI,Oficial
167742,INSTITUTO TECNICO AGRICOLA RAFAEL ORTIZ GONZALEZ,OFI,Oficial
167759,CENTRO EDUCATIVO JOSE ANTONIO PAEZ (ANTIGUA ESCUELA JOSE ANTONIO PAEZ),PRV,No oficial
